customer_id,customer_number,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,street_address,city,state_province,postal_code,country_code,country_name,region,preferred_language,customer_segment,loyalty_tier,registration_date,acquisition_year,customer_type,is_active,source_system,created_at,updated_at
4a370491-f85e-4ea7-96f1-690f0f41f917,CUST-2019-TR-000200,Rebihat,Aslan,Rebihat Aslan,Male,2002-11-09,rebihat.aslan@live.com,967 2 967,6286 Nabil Dam Apt. 860,Kasimburgh,Michigan,5834,TR,Turkey,EMEA,Turkish,Consumer,Gold,2019-03-08,2019,RETURNING,False,MDM,2019-03-08,2026-04-17 15:58:34.048848
9162c82c-03aa-4a58-857c-71c3c2efb7ff,CUST-2019-TR-000120,Semender,Sakarya,Semender Sakarya,Male,1969-07-09,semender.sakarya@msn.com,+90 (451) 5095780,333 Ertaş Locks,North Aytöz,Montana,54109,TR,Turkey,EMEA,Turkish,Consumer,None,2019-08-17,2019,RETURNING,True,MDM,2019-08-17,2026-04-17 15:58:34.048854
d74a642d-96ff-4bed-904a-76fd21db13e8,CUST-2019-TR-000187,Fatmanur,Seven,Fatmanur Seven,Male,1976-08-23,fatmanur.seven@outlook.com,03127358804,53380 Şefiye Crescent Apt. 759,New Nurdeniz,Florida,36332,TR,Turkey,EMEA,Turkish,Consumer,None,2019-02-08,2019,RETURNING,True,MDM,2019-02-08,2026-04-17 15:58:34.048857
c05635ad-c005-464b-9ce5-e4cc03626b3a,CUST-2019-TR-000028,Günver,Durmuş,Günver Durmuş,Female,1956-04-02,gnver.durmu@yahoo.com,+90(453)8520897,417 Durmuş Ferry Suite 349,Bilirstad,Arizona,17769,TR,Turkey,EMEA,Turkish,Education,Platinum,2019-06-20,2019,RETURNING,True,MDM,2019-06-20,2026-04-17 15:58:34.048858
82100e09-a81f-463a-9b2e-3ebdf6848d32,CUST-2019-TR-000058,Bahittin,Sezer,Bahittin Sezer,Male,1957-02-24,bahittin.sezer@hotmail.com,+90(414)418-5784x251,3102 Yılmaz Point,Akmaralfurt,Maine,51523,TR,Turkey,EMEA,Turkish,Education,Platinum,2019-12-06,2019,RETURNING,True,MDM,2019-12-06,2026-04-17 15:58:34.048860
32c376c8-1ef0-43b7-983a-628a78582ecb,CUST-2019-TR-000146,Hüryaşar,Akdeniz,Hüryaşar Akdeniz,Male,1973-12-09,hryaar.akdeniz810@gmail.com,09958250458,09586 Şama Wells Suite 787,Sadiyestad,Idaho,99019,TR,Turkey,EMEA,Turkish,Consumer,Silver,2019-09-22,2019,RETURNING,True,MDM,2019-09-22,2026-04-17 15:58:34.048862
1b250ecb-e145-4220-b30e-a63dc871a2c4,CUST-2019-TR-000162,Lutfi,Korutürk,Lutfi Korutürk,Female,1964-02-16,lutfi.korutrk@protonmail.com,(407)732 3986,4922 Canfeza Harbor,Akartown,Connecticut,96837,TR,Turkey,EMEA,Turkish,Education,Silver,2019-09-26,2019,RETURNING,True,MDM,2019-09-26,2026-04-17 15:58:34.048863
bef9f229-6225-4c82-8dc3-4bb3c18ceb01,CUST-2019-TR-000170,Us,Durmuş,Us Durmuş,Female,2001-05-15,us.durmu488@gmx.com,+90(957)154-4237x477,7957 Olca Row Apt. 460,East İmrihan,New Hampshire,31429,TR,Turkey,EMEA,Turkish,Consumer,None,2019-08-01,2019,RETURNING,False,MDM,2019-08-01,2026-04-17 15:58:34.048865
90fa86d4-4a2d-4fc6-8cc0-b45f8dcb4f34,CUST-2019-TR-000024,Akgöl,Mansız,Akgöl Mansız,Female,2003-01-02,akgl.mansz@hotmail.com,04489547560,7496 Beyzade Village Apt. 521,West Demirok,Georgia,26203,TR,Turkey,EMEA,Turkish,Consumer,None,2019-11-14,2019,RETURNING,True,MDM,2019-11-14,2026-04-17 15:58:34.048868
91438be4-e9f1-4e28-83b7-db4443eefa3c,CUST-2019-TR-000192,Alabezek,Öcalan,Alabezek Öcalan,Male,1975-01-08,alabezek.calan152@gmail.com,+90(705)220-0223x478,7982 Gökçe Park,Duranstad,Indiana,45435,TR,Turkey,EMEA,Turkish,Consumer,None,2019-02-14,2019,RETURNING,True,MDM,2019-02-14,2026-04-17 15:58:34.048873
0b0c379f-079f-42ab-94d9-46634e19291d,CUST-2019-TR-000131,Kaver,Ergül,Kaver Ergül,Female,1989-01-31,kaver.ergl@mail.com,0217-005 7900,420 Ersel Stravenue Suite 078,Lake Şehrebanland,Massachusetts,87627,TR,Turkey,EMEA,Turkish,Consumer,None,2019-04-18,2019,RETURNING,True,MDM,2019-04-18,2026-04-17 15:58:34.048876
e4387f60-b669-4d64-9849-cd4bff909639,CUST-2019-TR-000029,Özaslan,Kısakürek,Özaslan Kısakürek,Female,1989-07-18,zaslan.ksakrek@gmx.com,06953610551,020 Soydaner Pines Apt. 823,Sümeyyehaven,South Dakota,55637,TR,Turkey,EMEA,Turkish,Consumer,Platinum,2019-04-08,2019,RETURNING,True,MDM,2019-04-08,2026-04-17 15:58:34.048877
4c1f7e9b-b398-475e-9ff1-86127921e02d,CUST-2019-TR-000043,Şahıgül,Alemdar,Şahıgül Alemdar,Female,1986-08-28,ahgl.alemdar@gmx.com,+90(014)5809071,89800 Tuğçe Mall,Besinstad,Maryland,43710,TR,Turkey,EMEA,Turkish,Business,None,2019-07-23,2019,RETURNING,True,MDM,2019-07-23,2026-04-17 15:58:34.048879
ccfe957d-3dcd-4590-a826-41c95c193006,CUST-2019-TR-000178,Müjde,Gülen,Müjde Gülen,Female,1967-11-06,mjde.glen@aol.com,355 8 551,63912 Akçay Keys Suite 187,Selçukfurt,California,40650,TR,Turkey,EMEA,Turkish,Consumer,None,2019-04-15,2019,RETURNING,True,MDM,2019-04-15,2026-04-17 15:58:34.048881
292cb785-c535-496f-9634-c3950f1b6b63,CUST-2019-TR-000155,Irıs,Yaman,Irıs Yaman,Female,1952-02-29,irs.yaman797@zoho.com,0689 605 89 20,2273 Şensoy Brooks,East Ildız,Arizona,77262,TR,Turkey,EMEA,Turkish,Consumer,None,2019-04-22,2019,RETURNING,True,MDM,2019-04-22,2026-04-17 15:58:34.048883
