customer_id,customer_number,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,street_address,city,state_province,postal_code,country_code,country_name,region,preferred_language,customer_segment,loyalty_tier,registration_date,acquisition_year,customer_type,is_active,source_system,created_at,updated_at
aaf3a5da-de5c-45e4-8fdc-919e8ead55b4,CUST-2021-TH-000045,เมทนี,เลิศกิ่ง,เมทนี เลิศกิ่ง,Female,1987-12-18,user393.apple833@mail.com,078596158,9/1 ถนนแนวพญา,นครสวรรค์,สกลนคร,85470,TH,Thailand,APAC,Thai,Consumer,Silver,2021-06-18,2021,RETURNING,True,MDM,2021-06-18 00:00:00,2026-04-17 15:58:49.983947
2e31c1e7-3139-49ba-b6ac-ee18a19a7abc,CUST-2024-TH-000021,มนัส,ศรีอุ่น,มนัส ศรีอุ่น,Male,1967-01-13,user144.apple@outlook.com,02 935 6469,44/71 ถ.ถนัดการเขียน,เกาะสมุย,สมุทรสาคร,76060,TH,Thailand,APAC,Thai,Consumer,None,2024-12-27,2024,RETURNING,True,MDM,2024-12-27 00:00:00,2026-04-17 15:58:49.983952
d2d711f3-8c69-473c-b346-be0497586fe5,CUST-2024-TH-000029,ธเนษฐ,ทองประดิฐ,ธเนษฐ ทองประดิฐ,Male,1972-10-15,user219.apple567@gmx.com,+667 601 3013,2 ถนนตราชู,ลำปาง,สมุทรปราการ,39580,TH,Thailand,APAC,Thai,Consumer,Platinum,2024-09-28,2024,RETURNING,True,MDM,2024-09-28 00:00:00,2026-04-17 15:58:49.983954
d05d9fdb-6ac4-4656-99b2-0b53a00b8d37,CUST-2023-TH-000010,เทพณรงค์,ตั้งรบ,เทพณรงค์ ตั้งรบ,Female,2000-07-27,user542.apple@gmail.com,063 046 2396,869/41 ถนนนิละทัต,นนทบุรี,ระยอง,90290,TH,Thailand,APAC,Thai,Business,Silver,2023-05-04,2023,RETURNING,True,MDM,2023-05-04 00:00:00,2026-04-17 15:58:49.983956
518e4750-7c35-4255-b4d5-8362d3a0a576,CUST-2019-TH-000117,เถลิงยศ,ธนประทีป,เถลิงยศ ธนประทีป,Female,1970-12-31,user102.apple@icloud.com,044315571,157/73 ถ.ขำเอนก,พิษณุโลก,ปากเกร็ด,89020,TH,Thailand,APAC,Thai,Business,None,2019-12-14,2019,RETURNING,True,MDM,2019-12-14,2026-04-17 15:58:49.983958
0cbf20fa-887c-4be3-85c6-31b5c89651ab,CUST-2024-TH-000054,ธีราทัต,แนวพญา,ธีราทัต แนวพญา,Male,1960-06-08,user467.apple@hotmail.com,0 624 474 468,390 ถ.บุณยะภาชน์,เกาะสมุย,อุดรธานี,52170,TH,Thailand,APAC,Thai,Consumer,None,2024-02-06,2024,RETURNING,True,MDM,2024-02-06 00:00:00,2026-04-17 15:58:49.983960
e46d1847-997a-483c-9550-3756767d3174,CUST-2021-TH-000040,ผกาทิพย์,หอมสิน,ผกาทิพย์ หอมสิน,Female,1980-07-04,user969.apple@outlook.com,03 726 9906,091/17 ถนนถนัดอักษร,นครสวรรค์,นนทบุรี,76500,TH,Thailand,APAC,Thai,Consumer,None,2021-01-21,2021,RETURNING,True,MDM,2021-01-21 00:00:00,2026-04-17 15:58:49.983962
0d0c90c8-dcaf-47a0-a1f0-4382f4588d03,CUST-2024-TH-000043,กิติชัย,ตั้งกุลงาม,กิติชัย ตั้งกุลงาม,Female,1974-09-11,user140.apple@outlook.com,065-185-6280,25/80 ถนนธุวะนุติ์,พัทยา,ภูเก็ต,21770,TH,Thailand,APAC,Thai,Business,Silver,2024-01-08,2024,RETURNING,True,MDM,2024-01-08 00:00:00,2026-04-17 15:58:49.983963
8f505271-e5e5-47fe-813b-477a5dc615b9,CUST-2019-TH-000109,นาย,ดวงทับทิม,นาย ดวงทับทิม,Male,1992-03-05,user689.apple@gmx.com,0 2061 8330,938 ถนนดาวกระจาย,เกาะสมุย,ลำปาง,80220,TH,Thailand,APAC,Thai,Consumer,Gold,2019-11-23,2019,RETURNING,True,MDM,2019-11-23,2026-04-17 15:58:49.983965
e3e90905-0deb-4afc-8cf4-0d5908921023,CUST-2020-TH-000041,สหัสมณี,บุตราช,สหัสมณี บุตราช,Male,1965-03-11,user428.apple@gmail.com,+66 (0) 699 172 730,97 หมู่ 6 ถ.นาคะนคร,ระยอง,แม่สอด,11440,TH,Thailand,APAC,Thai,Consumer,Silver,2020-06-07,2020,RETURNING,True,MDM,2020-06-07 00:00:00,2026-04-17 15:58:49.983966
