customer_id,customer_number,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,street_address,city,state_province,postal_code,country_code,country_name,region,preferred_language,customer_segment,loyalty_tier,registration_date,acquisition_year,customer_type,is_active,source_system,created_at,updated_at
5053fb13-7deb-4c77-9fc9-bdc5777b9763,CUST-2019-SE-000035,Maria,Johansson,Maria Johansson,Male,1962-01-03,maria.johansson650@mail.com,070-07 78 67,Industristigen 7,Skellefteå,Jämtlands län,87503,SE,Sweden,EMEA,Swedish,Consumer,None,2019-11-10,2019,RETURNING,True,MDM,2019-11-10,2026-04-17 15:58:40.590464
1caafe1e-50f9-4577-9f99-6c19e2343937,CUST-2019-SE-000273,Gösta,Jönsson,Gösta Jönsson,Female,1980-10-01,gsta.jnsson@yahoo.com,08-528 82 90,Industristigen 59,Örebro,Hallands län,35312,SE,Sweden,EMEA,Swedish,Education,None,2019-01-14,2019,RETURNING,True,MDM,2019-01-14,2026-04-17 15:58:40.590473
90da7331-f062-4a3e-a0c4-844f18ad4f63,CUST-2019-SE-000242,Sara,Larsson,Sara Larsson,Male,2007-04-11,sara.larsson@gmail.com,0062-678 61,Industristigen 1,Kristianstad,Kronobergs län,85365,SE,Sweden,EMEA,Swedish,Consumer,None,2019-07-22,2019,RETURNING,True,MDM,2019-07-22,2026-04-17 15:58:40.590475
a766dde4-9355-4bfd-92c9-878a457a799e,CUST-2021-SE-000004,Karin,Petersson,Karin Petersson,Male,1964-05-28,karin.petersson198@msn.com,0848-703 87,Parkgränd 62,Linköping,Uppsala län,18382,SE,Sweden,EMEA,Swedish,Consumer,None,2021-09-20,2021,RETURNING,True,MDM,2021-09-20 00:00:00,2026-04-17 15:58:40.590478
eb19799a-5b78-4c98-b50f-63abaac7e217,CUST-2019-SE-000153,Mathias,Magnusson,Mathias Magnusson,Female,1970-08-02,mathias.magnusson@protonmail.com,08-481 16 43,Trädgårdsgatan 253,Eskilstuna,Hallands län,30903,SE,Sweden,EMEA,Swedish,Business,Platinum,2019-09-23,2019,RETURNING,True,MDM,2019-09-23,2026-04-17 15:58:40.590480
0b93cdee-0131-4f6f-80fd-3ea58317ac41,CUST-2020-SE-000034,Olivia,Norrman,Olivia Norrman,Female,2005-06-27,olivia.norrman@msn.com,+46 (0)8 035 986 28,Furuvägen 63,Skövde,Dalarnas län,54446,SE,Sweden,EMEA,Swedish,Consumer,None,2020-01-04,2020,RETURNING,True,MDM,2020-01-04 00:00:00,2026-04-17 15:58:40.590483
be15cb2b-121f-4d86-b21b-1ac5a62cb9f0,CUST-2019-SE-000130,Sofia,Boman,Sofia Boman,Male,1958-10-27,sofia.boman@hotmail.com,08-12 22 81,Industrigatan 617,Östersund,Västmanlands län,88252,SE,Sweden,EMEA,Swedish,Consumer,None,2019-01-20,2019,RETURNING,True,MDM,2019-01-20,2026-04-17 15:58:40.590485
5febbe5c-2191-4632-bc0b-a04102f05cf2,CUST-2020-SE-000060,Nicole,Wallén,Nicole Wallén,Male,1967-10-12,nicole.walln@protonmail.com,071-23 64 13,Industrivägen 205,Uppsala,Västra Götalands län,83585,SE,Sweden,EMEA,Swedish,Consumer,None,2020-06-04,2020,RETURNING,True,MDM,2020-06-04 00:00:00,2026-04-17 15:58:40.590487
4f56ebc8-837d-47f0-a134-cf02533bf5b6,CUST-2021-SE-000009,Fanny,Karlsson,Fanny Karlsson,Female,1977-10-02,fanny.karlsson@yahoo.com,059-80 26 24,Stationsstigen 6,Varberg,Jönköpings län,43363,SE,Sweden,EMEA,Swedish,Business,Gold,2021-09-23,2021,RETURNING,True,MDM,2021-09-23 00:00:00,2026-04-17 15:58:40.590489
fd2caf29-c85f-41c9-bdd0-701aed66f9d9,CUST-2019-SE-000046,Selma,Nguyen,Selma Nguyen,Male,1952-05-14,selma.nguyen@hotmail.com,0170-909 60,Parktorget 6,Luleå,Gotlands län,39238,SE,Sweden,EMEA,Swedish,Consumer,None,2019-11-29,2019,RETURNING,True,MDM,2019-11-29,2026-04-17 15:58:40.590491
