customer_id,customer_number,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,street_address,city,state_province,postal_code,country_code,country_name,region,preferred_language,customer_segment,loyalty_tier,registration_date,acquisition_year,customer_type,is_active,source_system,created_at,updated_at
b35dc7bf-6b77-405d-ab7e-888a11f0e461,CUST-2019-UK-000001,Hannah,Murphy,Hannah Murphy,Female,1972-10-25,hannah.murphy601@yahoo.com,+44(0)1632960699,3 Baker trace,North Joanna,Stewartland,HG5W 9BZ,UK,United Kingdom,EMEA,English,Consumer,None,2019-12-12,2019,NEW,True,MDM,2019-12-12,2026-04-17 15:58:29.682522
3772c472-aa84-4439-8765-b35b12af9cee,CUST-2019-UK-000002,Mathew,Riley,Mathew Riley,Female,1970-09-09,mathew.riley@protonmail.com,(0116) 4960905,"Studio 70a
Claire cliff",Melanieborough,Burtonburgh,L9 9JY,UK,United Kingdom,EMEA,English,Education,None,2019-06-19,2019,NEW,True,MDM,2019-06-19,2026-04-17 15:58:29.682646
024d3d26-4d55-4386-a386-53d2f491d6fb,CUST-2019-UK-000003,Nicholas,Johnson,Nicholas Johnson,Male,2004-11-18,nicholas.johnson@mail.com,+4429 2018 0878,83 Bryan junction,Karlberg,New Martyn,M6A 2UN,UK,United Kingdom,EMEA,English,Consumer,None,2019-02-24,2019,NEW,True,MDM,2019-02-24,2026-04-17 15:58:29.682734
3bc99d6c-c034-4360-965d-009fc9944a8a,CUST-2019-UK-000004,Bryan,Birch,Bryan Birch,Female,1986-12-15,bryan.birch@outlook.com,0191 498 0450,"Studio 80
Geraldine pine",Robinshire,Liamshire,G42 0NE,UK,United Kingdom,EMEA,English,Consumer,Gold,2019-12-07,2019,NEW,True,MDM,2019-12-07,2026-04-17 15:58:29.682823
c47ec0c9-51c0-40f0-8774-4ed6bb4b7dee,CUST-2019-UK-000005,Stacey,Harvey,Stacey Harvey,Male,1988-05-27,stacey.harvey692@protonmail.com,(0116)4960240,75 Connor port,Lake Katherinechester,Masonmouth,M05 8TZ,UK,United Kingdom,EMEA,English,Consumer,Silver,2019-02-14,2019,NEW,True,MDM,2019-02-14,2026-04-17 15:58:29.682934
c7b75fb1-d50e-45d5-8ee8-6c8f8d4d53f2,CUST-2019-UK-000006,Darren,Hawkins,Darren Hawkins,Female,1990-07-22,darren.hawkins@yahoo.com,(0161)4960099,736 Patrick plain,Iainmouth,North Graemehaven,GL60 6TJ,UK,United Kingdom,EMEA,English,Consumer,Silver,2019-06-06,2019,NEW,False,MDM,2019-06-06,2026-04-17 15:58:29.683025
2f4adf57-f823-4553-824b-13194926d802,CUST-2019-UK-000007,Caroline,Begum,Caroline Begum,Female,1971-10-03,caroline.begum@icloud.com,+44(0)151 496 0974,"Flat 6
Wright flat",Forsterhaven,West Janetside,PH0H 6SY,UK,United Kingdom,EMEA,English,Consumer,None,2019-03-15,2019,NEW,True,MDM,2019-03-15,2026-04-17 15:58:29.683165
b69260bb-5933-4585-a266-7df0541eff2c,CUST-2019-UK-000008,Charles,Pearce,Charles Pearce,Male,2000-08-14,charles.pearce@icloud.com,0131 4960017,"Studio 68
Sheppard well",Josephfort,Christianside,L1G 6BS,UK,United Kingdom,EMEA,English,Business,None,2019-07-05,2019,NEW,True,MDM,2019-07-05,2026-04-17 15:58:29.683283
7c3ef5d4-3714-43ae-a368-2c6960d65149,CUST-2019-UK-000009,Julie,Hughes,Julie Hughes,Female,1959-02-19,julie.hughes33@live.com,+441214960468,206 Abdul plain,Lake Trevor,East Alan,HA3 7SS,UK,United Kingdom,EMEA,English,Consumer,None,2019-07-25,2019,NEW,True,MDM,2019-07-25,2026-04-17 15:58:29.683371
361b9179-cca1-4b96-ab67-8cc373cc3d28,CUST-2019-UK-000010,Hayley,Harris,Hayley Harris,Male,1970-04-09,hayley.harris@hotmail.com,(0117)4960057,345 Marshall fall,Kennethberg,Claytonbury,CH0Y 1AB,UK,United Kingdom,EMEA,English,Business,None,2019-05-15,2019,NEW,True,MDM,2019-05-15,2026-04-17 15:58:29.683502
