customer_id,customer_number,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,street_address,city,state_province,postal_code,country_code,country_name,region,preferred_language,customer_segment,loyalty_tier,registration_date,acquisition_year,customer_type,is_active,source_system,created_at,updated_at
4d77b7b3-db07-4c6c-9889-a335712c3616,CUST-2019-ZA-000138,Karl,Collier,Karl Collier,Male,1954-12-03,karl.collier646@mail.com,(975)716-0264x57051,9774 Turner Prairie Suite 843,West Kristen,Connecticut,984,ZA,South Africa,EMEA,English,Consumer,None,2019-08-09,2019,RETURNING,True,MDM,2019-08-09,2026-04-17 15:58:46.252142
cf45c07d-cf1c-47fb-9ae0-c549eedb378f,CUST-2022-ZA-000048,Jacob,Padilla,Jacob Padilla,Male,1970-01-08,jacob.padilla@gmail.com,(959)611-5976x909,07604 King Coves Apt. 141,Lake Amberport,Idaho,63542,ZA,South Africa,EMEA,English,Consumer,Platinum,2022-10-26,2022,RETURNING,True,MDM,2022-10-26 00:00:00,2026-04-17 15:58:46.252150
826d55cb-766c-4de0-9bf0-dcd3ca570d17,CUST-2023-ZA-000032,Robert,Stafford,Robert Stafford,Female,1978-07-07,robert.stafford@live.com,001-731-967-3650x2528,982 Peter Glen,Jamieland,Nevada,77144,ZA,South Africa,EMEA,English,Consumer,None,2023-11-26,2023,RETURNING,True,MDM,2023-11-26 00:00:00,2026-04-17 15:58:46.252153
804d623c-b4af-4ecf-8e20-5b0eb1ca0ee2,CUST-2021-ZA-000044,Ryan,Perez,Ryan Perez,Female,1969-07-19,ryan.perez@gmail.com,819.881.4455,9301 Pittman Plains,West Rickyshire,Texas,54300,ZA,South Africa,EMEA,English,Consumer,Gold,2021-07-30,2021,RETURNING,True,MDM,2021-07-30 00:00:00,2026-04-17 15:58:46.252155
d7d72826-7596-4406-85ca-732b7973dfef,CUST-2019-ZA-000036,Jaime,Garcia,Jaime Garcia,Male,2001-11-14,jaime.garcia@gmail.com,(853)605-8105x7578,4471 Taylor Station Suite 759,Amandabury,Oklahoma,54030,ZA,South Africa,EMEA,English,Education,None,2019-01-31,2019,RETURNING,True,MDM,2019-01-31,2026-04-17 15:58:46.252157
183d47d6-2f1a-42bf-b07d-f4a70bd76fa5,CUST-2020-ZA-000041,Dennis,Patton,Dennis Patton,Female,1976-06-07,dennis.patton@msn.com,5282245457,09622 Mallory Green Apt. 126,Evansland,Oregon,86436,ZA,South Africa,EMEA,English,Education,None,2020-12-11,2020,RETURNING,True,MDM,2020-12-11 00:00:00,2026-04-17 15:58:46.252160
d7dafe38-5f58-47aa-8b09-e3ff64312580,CUST-2021-ZA-000056,Lisa,Woods,Lisa Woods,Female,1969-01-14,lisa.woods@hotmail.com,+1-376-935-3434x450,56283 Robert Street,West Jamesfurt,Hawaii,11447,ZA,South Africa,EMEA,English,Consumer,None,2021-05-12,2021,RETURNING,True,MDM,2021-05-12 00:00:00,2026-04-17 15:58:46.252162
6e9d204e-dd43-4876-8908-8882980e5e4f,CUST-2020-ZA-000027,Lisa,Martinez,Lisa Martinez,Female,1988-02-14,lisa.martinez195@hotmail.com,864-641-6579x203,930 Ayers Brooks,East David,Oregon,74803,ZA,South Africa,EMEA,English,Consumer,Silver,2020-04-03,2020,RETURNING,True,MDM,2020-04-03 00:00:00,2026-04-17 15:58:46.252163
0487a91f-d9ac-4f3f-8014-30e5f4cdccb0,CUST-2019-ZA-000026,Kevin,Mendez,Kevin Mendez,Male,1954-05-09,kevin.mendez322@msn.com,634-202-0905x05326,71443 Jones Knolls Apt. 297,West Joshualand,Connecticut,82693,ZA,South Africa,EMEA,English,Consumer,Silver,2019-10-08,2019,RETURNING,True,MDM,2019-10-08,2026-04-17 15:58:46.252165
f322d0ce-6f85-495e-bfd3-260104f63263,CUST-2019-ZA-000122,Matthew,Brown,Matthew Brown,Male,1999-04-13,matthew.brown@gmail.com,225.927.2576x751,4375 Patrick Dam Suite 467,West Dave,Nevada,40669,ZA,South Africa,EMEA,English,Consumer,None,2019-08-07,2019,RETURNING,False,MDM,2019-08-07,2026-04-17 15:58:46.252167
