customer_id,customer_number,first_name,last_name,full_name,gender,date_of_birth,email,phone_number,street_address,city,state_province,postal_code,country_code,country_name,region,preferred_language,customer_segment,loyalty_tier,registration_date,acquisition_year,customer_type,is_active,source_system,created_at,updated_at
b533c497-5f7f-4fbf-945b-a58eb1fb2f82,CUST-2019-CA-000388,Misty,Burton,Misty Burton,Male,1972-06-22,misty.burton@outlook.com,1 (307) 271-5629,76835 Sara Valleys,Lake Rebecca,Traceyhaven,L4J6N7,CA,Canada,AMER,English,Consumer,Gold,2019-05-14,2019,RETURNING,True,MDM,2019-05-14,2026-04-17 15:58:39.436199
a42a34fd-b8d6-4f43-a054-2302d0001cfb,CUST-2019-CA-000756,Sandra,Graham,Sandra Graham,Male,1957-06-12,sandra.graham@zoho.com,638 164 0481,83134 Johnson Vista,Kennethfurt,Port Matthew,R9V9J3,CA,Canada,AMER,English,Education,None,2019-10-14,2019,RETURNING,True,MDM,2019-10-14,2026-04-17 15:58:39.436216
63d95d45-0516-4f76-b67b-8e93c4343376,CUST-2020-CA-000241,Robert,Barton,Robert Barton,Female,1952-09-09,robert.barton517@hotmail.com,(660) 438-3785,747 Choi Roads,Lake Christopher,New Williamshire,B2K 8C8,CA,Canada,AMER,English,Consumer,None,2020-12-25,2020,RETURNING,True,MDM,2020-12-25 00:00:00,2026-04-17 15:58:39.436219
fc279516-3a31-4aaf-a670-ec83a98072c7,CUST-2019-CA-000378,Willie,Bailey,Willie Bailey,Female,1992-01-15,willie.bailey@live.com,1 (793) 965-8529,90206 Richard Ford Apt. 322,Dyermouth,Smithborough,V9V 5V4,CA,Canada,AMER,English,Education,Platinum,2019-10-15,2019,RETURNING,True,MDM,2019-10-15,2026-04-17 15:58:39.436221
0395fc6c-74f1-4a77-8d67-4f669a2409a4,CUST-2019-CA-000611,Alan,Reed,Alan Reed,Female,1979-09-18,alan.reed@protonmail.com,132-507-1460,63909 Price Landing,East Molly,Penaland,Y3Y6T6,CA,Canada,AMER,English,Business,Silver,2019-03-09,2019,RETURNING,True,MDM,2019-03-09,2026-04-17 15:58:39.436223
0741b919-67eb-4539-8704-6bafcf4abdf8,CUST-2020-CA-000167,Tara,Martin,Tara Martin,Male,1972-06-12,tara.martin993@mail.com,774 844 9944,39171 Megan Ports Apt. 144,Arnoldview,North Hannah,B6K4M2,CA,Canada,AMER,English,Consumer,Silver,2020-12-16,2020,RETURNING,True,MDM,2020-12-16 00:00:00,2026-04-17 15:58:39.436225
1329944c-11bd-477e-9d65-f5f8e3cc3fbf,CUST-2019-CA-000104,Ricky,Walker,Ricky Walker,Male,1967-03-25,ricky.walker@outlook.com,1-160-723-3077,940 Reed Radial,Alexandraton,Carolbury,S4P1V7,CA,Canada,AMER,English,Consumer,Platinum,2019-08-27,2019,RETURNING,True,MDM,2019-08-27,2026-04-17 15:58:39.436227
3e6351fa-8f85-4495-a4f4-825620ee3ecd,CUST-2019-CA-000183,Juan,Duran,Juan Duran,Male,1995-07-25,juan.duran@protonmail.com,158.102.2026,4372 Jonathan Prairie Apt. 370,Lutzchester,East Robert,P8G9S4,CA,Canada,AMER,English,Business,None,2019-01-25,2019,RETURNING,True,MDM,2019-01-25,2026-04-17 15:58:39.436229
32935f99-7d69-4d5e-ad80-73cbcda0b02d,CUST-2020-CA-000016,Victor,Bray,Victor Bray,Female,1998-09-07,victor.bray@gmail.com,+1 (457) 510-8382,10488 Oconnor Lake Apt. 944,East Amy,Port Bradley,A1M9A1,CA,Canada,AMER,English,Consumer,Gold,2020-03-24,2020,RETURNING,True,MDM,2020-03-24 00:00:00,2026-04-17 15:58:39.436231
d273ad3b-eaf6-4366-a853-3fb063057eff,CUST-2019-CA-000758,Jessica,Simon,Jessica Simon,Male,2000-10-12,jessica.simon132@outlook.com,163.006.9631,663 Gordon Ports Suite 581,Patrickborough,West Aaronhaven,M3T 1B2,CA,Canada,AMER,English,Consumer,Gold,2019-03-26,2019,RETURNING,True,MDM,2019-03-26,2026-04-17 15:58:39.436233
